"title","url","slug","description","headline","headlinedescription","price","brand_name","isdiscounted","offer","isactive","availableforsale","first_image_url"
"With Great Powers comes a Great Mask","https://unit01labs.com/products/spider-man-mask?pr_prod_strat=e5_desc&pr_rec_id=12e8d95c1&pr_rec_pid=8773503156459&pr_ref_pid=8748682608875&pr_seq=uniform","unit01labs-spider-man-mask","<div class=""""product-description"""">
  <h2>Spider Man Mask</h2>

  <p><strong>Overview:</strong> This is a <strong>3D-printed Spider Man mask</strong> inspired by modern design. It is detachable and attachable through magnets, making it versatile and fun to use.</p>

  <p><strong>Features:</strong></p>
  <ul>
    <li>Universal Size – Fits All Face Types</li>
    <li>Detachable &amp; Attachable with Magnets</li>
    <li>Perfect for Comic Events, Halloween, Cosplay, or as a Unique Collectible</li>
    <li>Adds Depth and Style to Your Room or Display Space</li>
  </ul>

  <p><strong>Usage Ideas:</strong></p>
  <ul>
    <li>Wear at Comic Con or Themed Parties</li>
    <li>Halloween Costume Accessory</li>
    <li>Cosplay Events and Photo Shoots</li>
    <li>Display as a Unique Room Decor Collectible</li>
  </ul>
</div>","Spider Man Mask","This is a 3d printed spider man mask inspired by modern design and this mask is detachable and attachable through magnets.","{""code"":""INR"",""amount"":""3999"",""symbol"":""₹""}","Unit 01 Labs",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/unit01labs/unit01labs-spider-man-mask/images/unit_01_labs_spidey_1.webp"
"Nox Table Lamp – Modern Sculptural Lighting","https://unit01labs.com/products/nox-table-lamp","unit01labs-nox-table-lamp","<div><h2 class=""product-heading"">Nox Table Lamp – Modern Sculptural Lighting</h2><p class=""product-intro"">The Nox Table Lamp combines artistic form with soft, ambient illumination. Featuring a sculptural base and a geometric shade, it serves as both functional lighting and a bold accent piece for modern interiors.</p><h3 class=""product-subheading"">Highlights:</h3><ul class=""product-features""><li>Artistic Design: A sculptural base paired with a sleek geometric shade.</li><li>Soft Illumination: Creates a warm, ambient glow for any room.</li><li>Modern Statement: Elevates interiors with a bold yet refined aesthetic.</li><li>Versatile Placement: Ideal for living rooms, bedrooms, or workspaces.</li></ul><p class=""product-closing"">A striking blend of art and light, the Nox Table Lamp brings modern sophistication to any space.</p></div>","Nox Table lamp","The Nox Table Lamp blends artistic form with soft illumination. Its sculptural base and geometric shade create a striking accent piece that elevates any modern interior.","{""code"":""INR"",""amount"":""2297"",""symbol"":""₹""}","Unit 01 Labs",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/unit01labs/unit01labs-nox-table-lamp/images/26-5.4.webp"
"Corduroy Cargo Pants Oversized Unisex Jacket Shirt","https://ctrlplusp.in/products/corduroy-cargo-pants","ctrlplus-corduroy-cargo-pants","<div class=""product-description"">
  <h2 class=""product-heading"">Corduroy Cargo Pants</h2>
  <p class=""product-intro"">
    Presenting the Corduroy Cargo Pants, a stylish and multipurpose hybrid of a jacket and shirt with a sturdy 300 GSM weight. This amazing piece of clothing effortlessly blends the classic appeal of corduroy fabric with a practical design, making it an essential addition to any wardrobe.
  </p>

  <h3 class=""product-subheading"">Key Highlights:</h3>
  <ul class=""product-features"">
    <li><strong>Style:</strong> Unisex</li>
    <li><strong>Fit:</strong> Straight Fit</li>
    <li><strong>Colour:</strong> Brown</li>
    <li><strong>Branding:</strong> Woven Label Branding on Front</li>
    <li><strong>Material:</strong> Corduroy</li>
    <li><strong>Weight:</strong> 300 GSM</li>
  </ul>

  <h3 class=""product-subheading"">Washcare Instructions</h3>
  <ul class=""product-features"">
    <li>Dip wash and dry only</li>
    <li>Steam iron only</li>
  </ul>
</div>","CORDUROY CARGO PANTS","Introducing our Corduroy Cargo Pants crafted with a substantial 300 GSM weight for the perfect balance of durability and comfort. Designed in a straight fit with rich brown corduroy, they feature cargo styling with woven label branding, making them a versatile staple for any wardrobe.","{""code"":""INR"",""amount"":""1099"",""symbol"":""₹""}","CTRL+P",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/ctrlplus/ctrlplus-corduroy-cargo-pants/images/1.webp"
"Cook Global. Eat Local. The World on Your Plate, Jain Style","https://chefling.in/products/jain-sushi-kit","chefling-ain-sushi-kit-for-4","<div class=""product-description jain-sushi-kit"">
  <h2>Jain Sushi Kit (100% Vegetarian)</h2>

  <p><strong>Overview:</strong> Experience Japan’s most loved delicacy in a Jain-friendly, vegetarian avatar. Our <strong>Jain Sushi Kit</strong> is designed to help you roll restaurant-quality sushi right in your kitchen – simple, fun, and delicious!</p>

  <p><strong>Serves:</strong> 4–5 People</p>
  <p><strong>Cooking Time:</strong> 20 Minutes</p>
  <p><strong>Shelf Life:</strong> 6 Months</p>

  <p><strong>What's Included:</strong></p>
  <ul>
    <li>Sticky Rice</li>
    <li>Nori Sheet</li>
    <li>Tempura Flour</li>
    <li>Wasabi Powder</li>
    <li>Premium Soy Sauce</li>
    <li>Vinegar</li>
    <li>Sesame Seeds</li>
    <li>Cheese Sauce</li>
    <li>Sushi Mat</li>
    <li>Chopstick</li>
  </ul>

  <p><strong>Cooking Made Easy:</strong> Prepare authentic sushi in just 20 minutes! Steam the sticky rice, season with vinegar, and roll it with your favourite fillings using the included sushi mat. Add a dash of wasabi and dip in soy sauce for the perfect bite.</p>

  <p><strong>100% Vegetarian | Jain-Friendly | No Onion, No Garlic | Authentic Japanese Taste</strong></p>

  <p><strong>Shipping:</strong> Shipping within India will be completed in 7–10 days. You can expect your order to arrive within this time frame.</p>
</div>","DIY Jain Sushi Kit – Authentic Japanese Experience, 100% Vegetarian","Roll, slice, and serve Japanese-style sushi at home – completely Jain-friendly and vegetarian. Ready in just 20 minutes!","{""code"":""INR"",""amount"":""1299.5"",""symbol"":""₹""}","Chefling",True,"{""type"":""PERCENT"",""value"":""20"",""symbol"":""%"",""code"":""TOASTD20""}",True,True,"https://assets.toastd.in/chefling/chefling-ain-sushi-kit-for-4/images/3_4aaf5661-994e-4387-b47c-4f41f5045c59.webp"
"The Candle Wax Melts To Be Applied on Body","https://mevyl.com/products/set-of-2","mevyl-set-of-2","<div class=""""product-description"""">
  <h2>The Perfect Set - Ruby & Morganite Body Serum Candles</h2>

  <p><strong>Overview:</strong> This perfectly balanced set of 2 body serum candles is a luxurious gift that offers the best of both worlds. Whether you're seeking sensual indulgence or a peaceful spa-like atmosphere, these aromatic candles create a calming sensation of pure bliss. Enjoy the soothing scents of both candles and create the perfect ambiance at home.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Set of 2 Body Serum Candles</li>
    <li>Luxurious Aromatic Experience</li>
    <li>Creates a Calm and Relaxing Atmosphere</li>
    <li>Ideal for Home Spa or Gift Giving</li>
    <li>Soothing Scents to Elevate Mood</li>
    <li>Non-Comedogenic Formula – Won't Clog Pores, Ideal for Sensitive Skin</li>
  </ul>

  <p><strong>Perfect For:</strong> Creating a serene ambiance, indulging in self-care rituals, or gifting to someone special.</p>
</div>","The Perfect Set - Ruby & Morganite Body Serum Candles","Best of both worlds? We got you! Double the fun, double the savings.

","{""code"":""INR"",""amount"":""2199"",""symbol"":""₹""}","Mevyl",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""TOASTD10""}",True,True,"https://assets.toastd.in/mevyl/mevyl-set-of-2/images/mevyl_photo_1.webp"
"Light? Please. This is a vibe machine","https://www.onegoodobject.com/products/star-coral-drop","onegoodobject-star-coral-drop","<div class=""product-description star-coral-drop"">
  <h2>Star Coral Drop</h2>
  <p><strong>Overview:</strong> The Star Coral Drop brings the signature ""funky elegance"" of our Star Coral series into a refined 3D-printed pendant form. With clean lines, sculptural geometry, and a playful yet modern character, it becomes an instant visual accent in any room.</p>
  <p><strong>Design & Style:</strong></p>
  <ul>
    <li>Minimalist silhouette inspired by the original Star Coral sculpture</li>
    <li>Playful yet sophisticated aesthetic that complements modern and eclectic interiors</li>
    <li>Suspended form that creates a striking vertical focal point</li>
    <li>Perfect as a single piece or clustered arrangement</li>
  </ul>
  <p><strong>Product Highlights:</strong></p>
  <ul>
    <li>3D-printed from sustainable plant-based PLA</li>
    <li>Elegant pendant design with a sculptural presence</li>
    <li>E14 LED bulb holder for warm, focused illumination</li>
    <li>A conscious decor piece blending style, sustainability, and simplicity</li>
  </ul>
  <p><strong>Technical & Usage Details:</strong></p>
  <ul>
    <li>Bulb Holder: Compatible with E14 LED bulbs</li>
    <li>Recommended Use: Side tables, cozy corners, reading nooks, hallway accents</li>
    <li>Installation: Wired ceiling pendant (professional installation recommended)</li>
  </ul>
  <p><strong>Styling Tip:</strong> Hang a single Star Coral Drop for a clean, minimal statement—or cluster two to three at staggered heights for a gallery-like effect.</p>
  <p><strong>Care:</strong> Clean gently using a soft, dry cloth. Avoid moisture around electrical components and do not use abrasive cleaners.</p>
</div>","Star Coral Drop","A sculptural pendant that floats with playful elegance and minimalist charm.","{""code"":""INR"",""amount"":""2400"",""symbol"":""₹""}","One Good Object",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""OGOTOASTD""}",True,True,"https://assets.toastd.in/onegoodobject/onegoodobject-star-coral-drop/images/1.webp"
"Ripple Spectrum Wave Rug – Bold Modern Floor Art","https://justrugs.co/products/wavy-circle-pop-ripple-edition-rug-by-just-rugs-copy","just-rugs-co-wavy-circle-pop-ripple-edition","<div><h2 class=""product-heading"">Ripple Spectrum Wave Rug by Just Rugs</h2><p class=""product-intro"">Add a vibrant touch to your interiors with the Ripple Spectrum Rug, featuring bold concentric waves in blue, green, and yellow. Designed to be both artistic and modern, it’s a statement piece for any living space.</p><h3 class=""product-subheading"">Highlights:</h3><ul class=""product-features""><li>Striking Design: Concentric wave pattern in vivid blue, green, and yellow.</li><li>Premium Quality: Made from high-quality, plush fabric for durability and comfort.</li><li>Modern Style: Perfect for bold, contemporary interiors.</li><li>Statement Piece: Adds an artistic and colorful edge to your décor.</li></ul><p class=""product-closing"">The Ripple Spectrum Rug transforms any room into a vibrant, modern space with its bold design and plush feel.</p></div>","Ripple Spectrum wave Rug by Just Rugs","Make a statement with the Ripple Spectrum Wave Rug. Featuring vibrant concentric waves in green, and yellow, this plush rug adds artistic flair and a pop of color to any living space.","{""code"":""INR"",""amount"":""17999"",""symbol"":""₹""}","Just Rugs Co",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/just-rugs-co/just-rugs-co-wavy-circle-pop-ripple-edition/images/file_00000000062061f78a2940dca27466f9.webp"
"Turn Your Room Into a Superhero Hall of Fame","https://www.reawakentheory.com/products/vintage-comic-book-covers-wall-collage-posters","reawakentheory-vintage-comic-book-covers-wall-collage-posters","<div class=""""product-description"""">
  <h2>Vintage Comic Book Covers - Wall Collage Posters</h2>

  <p><strong>Overview:</strong> <strong>Marvel and DC fans assemble!</strong> Uncover the ultimate vintage comic books poster set, designed to bring nostalgia and bold artistry to your walls. Available in <strong>A3, A4, and A5 sizes</strong>, these posters are a must-have for comic lovers and collectors alike.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Premium 300 GSM matte artcard prints</li>
    <li>Special laminate finish for unmatched texture and look</li>
    <li>Available in multiple sizes: A3, A4, A5</li>
    <li>Perfect for wall collages, room décor, or gifting to comic enthusiasts</li>
  </ul>

  <p><strong>Perfect For:</strong> Fans of vintage Marvel &amp; DC comics who want to showcase their love through high-quality, collectible wall art.</p>
</div>","VINTAGE COMIC BOOK COVERS - WALL COLLAGE POSTERS","Marvel and DC fans assemble! Uncovering the vintage comic books poster set.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Reawaken Theory",True,"{""type"":""PERCENT"",""value"":""5"",""symbol"":""%"",""code"":""TOASTD5""}",True,True,"https://assets.toastd.in/reawakentheory/reawakentheory-vintage-comic-book-covers-wall-collage-posters/images/reawaken_vintage_1.webp"
"Plant. Pen. Light. Wow.","https://www.onegoodobject.com/products/venti-plus","onegoodobject-venti-plus","<div class=""""product-description"""">
  <h2>Venti Plus – 3D Printed Smart Portable Table Lamp</h2>

  <p><strong>Overview:</strong> <strong>Venti Plus</strong> is a 3D-printed portable table lamp that blends <strong>Scandinavian minimalism</strong> with smart technology. Venti Plus offers advanced functionalities such as dimming, scene control, and voice control through the <strong>Tuya Smart Life App</strong>. Manage multiple lights seamlessly, making it both functional and stylish.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Minimalist Scandinavian design with multifunctional top accessory (planter/pen holder)</li>
    <li>3D Printed construction for sustainable design</li>
    <li>Bluetooth Mesh Technology for seamless connectivity</li>
    <li>Smart control via Tuya Smart Life App (dimming, scenes, voice control, multi-fixture management)</li>
    <li>Portable and battery-operated for convenience</li>
  </ul>

  <p><strong>Specifications:</strong></p>
  <ul>
    <li><strong>Wattage:</strong> 2.5 W</li>
    <li><strong>Voltage:</strong> 5 V</li>
    <li><strong>Colour Temperature:</strong> 3000K</li>
    <li><strong>Smart Controls:</strong> Multi-fixture connectivity, dimming, voice control &amp; scene setting (Tuya Smart Life App)</li>
  </ul>

  <p><strong>Perfect For:</strong> Work desks, bedside tables, or modern living spaces where <strong>design meets smart functionality</strong>.</p>
</div>","3D Printed portable table lamp","Venti plus is a 3D Printed portable table lamp turns into a diffuser and a minimalist design with an accessory on the top. ","{""code"":""INR"",""amount"":""5999"",""symbol"":""₹""}","One Good Object",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""OGOTOASTD""}",True,True,"https://assets.toastd.in/onegoodobject/onegoodobject-venti-plus/images/Minimalist_lamp_with_plant-holder_marble_lit_AI.webp"
"Not Just a Rug. It’s a Super Saiyan Statement","https://justrugs.co/products/anime-58?variant=45687424155907","just-rugs-co-goku-rug","<div>
  <p><strong>GOKU Rug by Just Rugs Co</strong></p>
  <p>Transform your living space with the GOKU Rug. This luxurious rug not only adds a stylish touch to any room, but also provides 100% softness and comfort under your feet. Made from high-quality materials, the GOKU Rug is durable and easy to maintain. Elevate your home decor with the GOKU Rug.</p>
  <ul>
    <li><strong>Bold Anime Aesthetic:</strong> Features an iconic Goku design for fans of Dragon Ball.</li>
    <li><strong>Premium Comfort:</strong> Soft, plush surface that feels great underfoot.</li>
    <li><strong>Durable Construction:</strong> Made with high-quality materials to withstand daily use.</li>
    <li><strong>Statement Piece:</strong> Adds energy and character to any room.</li>
    <li><strong>Easy to Maintain:</strong> Simple to clean and long-lasting with proper care.</li>
  </ul>
  <p><strong>Note:</strong> This product will be delivered within 10 to 15 days after placing the order.</p>
</div>","GOKU Rug","Transform your living space with the GOKU Rug.","{""code"":""INR"",""amount"":""8999"",""symbol"":""₹""}","Just Rugs Co",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/just-rugs-co/just-rugs-co-goku-rug/images/just_rugs_goku_1.webp"
"Ocean in a Bottle.","https://okami.life/products/umi-the-ocean","okami-life-umi-the-ocean","<div>
  <h2><strong>Umi — The Ocean</strong></h2>
  <p><strong>Type:</strong> Aquatic-Woody</p>
  <p><strong>Concentration:</strong> Pure Parfum</p>
  <p><strong>Longevity:</strong> 8–10 hours</p>

  <h3><strong>Fragrance Notes:</strong></h3>
  <ul>
    <li><strong>Top:</strong> Grapefruit, Violet Leaf</li>
    <li><strong>Middle:</strong> Sea Notes, Violet, Woody Notes, Rosewood</li>
    <li><strong>Base:</strong> Ambergris, Amberwood</li>
  </ul>

  <p><strong>Description:</strong></p>
  <p>Umi is fresh, clean, and made for light, effortless days. This fragrance captures the calm and clarity of the ocean breeze with aquatic and woody notes that lift and refresh. Ideal for daytime events, casual outings, or anytime you want to feel light, calm, and alive.</p>

  <h3><strong>Why You'll Love It:</strong></h3>
  <ul>
    <li>Fresh and cool scent profile that invigorates the senses</li>
    <li>Perfect for everyday wear, especially during warmer seasons</li>
    <li>Aquatic notes balanced with woods and soft florals</li>
    <li>Long-lasting performance with pure parfum strength</li>
    <li>Great for casual, relaxed, and daytime occasions</li>
  </ul>
</div>","Umi - The Ocean","Umi is fresh, clean, and made for light, effortless days.
A fresh, clean, and cool fragrance made for daytime events, casual outings, and when you want to feel light and alive.","{""code"":""INR"",""amount"":""1799"",""symbol"":""₹""}","Okami",False,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""TOASTD15""}",True,True,"https://assets.toastd.in/okami-life/okami-life-umi-the-ocean/images/okami_umi_1.webp"
"Step into Naruto’s world","https://justrugs.co/products/naruto-uzumaki-hand-tufted-rug-1?variant=46879222268163","just-rugs-naruto-uzumaki-hand-tufted-rug-1","<div><h2 class=""product-heading"">Naruto Uzumaki Anime Custom Handmade Rug</h2><p class=""product-intro"">Bring the energy and symbolism of the Uzumaki clan into your space with this striking handmade rug. A bold spiral design inspired by Naruto’s heritage meets premium craftsmanship for fans who want more than décor—it’s a statement.</p><h3 class=""product-subheading"">Key Details:</h3><ul class=""product-features""><li>Iconic Uzumaki Spiral Design</li><li>Handmade with precision & artistry</li><li>Material: 100% Premium New Zealand Wool</li><li>Quality: 4000 GSM for durability & luxury feel</li><li>Hand-Tufted, Cut-Pile Style</li><li>Super Soft & Comfortable</li><li>Pet & Kids-Friendly</li></ul><p class=""product-closing"">A must-have centerpiece for every Naruto fan—where anime legacy meets luxury living.</p></div>","Naruto Uzumaki Hand Tufted Rug","Transform your living space with the Naruto Rug.","{""code"":""INR"",""amount"":""7799"",""symbol"":""₹""}","Just Rugs Co",False,"{""type"":""PERCENT"",""value"":"""",""symbol"":"""",""code"":""""}",True,True,"https://assets.toastd.in/just-rugs-co/just-rugs-naruto-uzumaki-hand-tufted-rug-1/images/file_00000000739461f79a6b52eb83bb9efc.webp"
"Your Kid's Next Science Project","https://kitsters.in/products/diy-solar-printing-cyanotype-kit","kitsters-diy-solar-printing-cyanotype-kit","<div class=""""product-description cyanotype-kit"""">
  <h2>DIY Solar Printing Cyanotype Kit</h2>

  <p><strong>Overview:</strong> Unleash your creativity with the <strong>DIY Solar Printing Cyanotype Kit</strong> – a perfect blend of art and science! Using the historical cyanotype printing process, this kit allows kids and adults alike to create stunning blue prints powered by sunlight.</p>

  <p><strong>How It Works:</strong> Mix the included chemicals, coat the handmade papers, place objects like pressed flowers, and expose them to sunlight. Watch as beautiful blue-toned prints develop right before your eyes!</p>

  <p><strong>Kit Includes:</strong></p>
  <ul>
    <li>Ferric Ammonium Citrate</li>
    <li>Potassium Ferricyanide</li>
    <li>Hydrogen Peroxide</li>
    <li>10 Handmade Papers</li>
    <li>1 Acrylic Sheet</li>
    <li>Foam Stickers</li>
    <li>Gloves</li>
    <li>1 Flat Brush</li>
    <li>Pressed Flowers</li>
    <li>1 Beaker</li>
    <li>10 Wooden Clips</li>
    <li>1 Messy Mat</li>
  </ul>

  <p><strong>Best For:</strong> Children, students, hobbyists, and anyone curious about blending <em>creativity with science</em>. Perfect as a gift or an engaging DIY activity for weekends and workshops.</p>
</div>","DIY Solar Printing Cyanotype Kit","Perfect for both kids and adults, this kit combines creativity with scientific principles to produce stunning blue prints through a unique and historical printing process.","{""code"":""INR"",""amount"":""1750"",""symbol"":""₹""}","Kitsters",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""TOASTD15""}",True,True,"https://assets.toastd.in/kitsters/kitsters-diy-solar-printing-cyanotype-kit/images/kitster_solar_1.webp"
"Thin Cuban Sleek & Timeless Everyday Chain","https://grytt.in/products/flat-snake-bracelet-silver","grytt-flat-snake-bracelet-silver","<div>
  <p><strong>Key Features:</strong></p>
 <ul>
    <li><strong>Material:</strong> 316L Recycled Stainless Steel with Rhodium Vermeil</li>
    <li><strong>Bracelet Length:</strong> 19 cm - 21 cm (adjustable)</li>
    <li><strong>Thickness:</strong> 4MM</li>
    <li><strong>Design:</strong> Sleek flat snake/serpentine design for a modern look</li>
    <li><strong>Style:</strong> Wear solo for a minimalist statement or stack with other bracelets for layered styling</li>
    <li><strong>Durability:</strong> Waterproof and anti-tarnish</li>
    <li><strong>Finish:</strong> Polished rhodium vermeil finish for lasting shine</li>
    <li><strong>Versatility:</strong> Perfect for everyday wear — from casual to smart</li>
  </ul>
</div>","FLAT SNAKE Bracelet (SILVER)","The Flat Snake Bracelet (Silver) — an adjustable 19–21 cm, 4MM bracelet with a sleek serpentine silhouette. Crafted from recycled 316L stainless steel with rhodium vermeil, it’s waterproof, anti-tarnish and designed for everyday wear.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Grytt",True,"{""type"":""PERCENT"",""value"":""10"",""symbol"":""%"",""code"":""Toastd10""}",True,True,"https://assets.toastd.in/grytt/grytt-flat-snake-bracelet-silver/images/1.webp"
"Lunar Coord: Where Comfort Meets Cosmic Cool.","https://tokike.com/collections/men/products/solid-cotton-blend-oversized-coord-set-grey-male","tokike-solid-cotton-blend-oversized-coord-set-grey-male","<div>
  <h2>Solid Cotton Blend Oversized Coord Set – Lunar</h2>

  <p><strong>Elevated minimalism meets everyday comfort.</strong> A relaxed, oversized shirt with matching bottoms in a textured cotton–spandex blend — clean, versatile, and effortlessly stylish.</p>

  <h3>Highlights:</h3>
  <ul>
    <li><strong>Relaxed Silhouette:</strong> Oversized shirt and coordinated bottoms for laid-back ease.</li>
    <li><strong>Textured Fabric:</strong> Cotton–spandex blend for breathable comfort with gentle stretch.</li>
    <li><strong>Clean Design:</strong> Collar and front-button closure, no-fuss lines for modern minimalism.</li>
    <li><strong>Style-Ready:</strong> Easy to dress up or down—wear, repeat, and re-style often.</li>
    <li><strong>Made in India:</strong> Crafted with attention to detail and everyday durability.</li>
  </ul>

  <h3>Details:</h3>
  <ul>
    <li><strong>Composition:</strong> Cotton–Spandex Blend</li>
    <li><strong>Material:</strong> Textured Fabric</li>
    <li><strong>Origin:</strong> Made in India</li>
  </ul>

  <p><strong>Tokiké’s fresh spin on wardrobe essentials - </strong> minimal, comfortable, and ready for anything.</p>
</div>","Solid Cotton Blend Oversized Coord Set - Lunar","Tokiké’s Lunar Coord Set: elevated minimalism meets comfort. A relaxed, oversized shirt and matching bottoms in textured cotton‑spandex—clean, versatile, effortlessly stylish.","{""code"":""INR"",""amount"":""3580"",""symbol"":""₹""}","Tokike",True,"{""type"":""PERCENT"",""value"":""15"",""symbol"":""%"",""code"":""Toastd15""}",True,True,"https://assets.toastd.in/tokike/tokike-solid-cotton-blend-oversized-coord-set-grey-male/images/BD0A7943_540x.webp"
"Hack to get Likes on your Instagram story","https://www.reawakentheory.com/products/music-cd-decor-set-softcore","reawakentheory-music-cd-decor-set-softcore","<div class=""product-description"">
  <h2>MUSIC CD DECOR SET - SOFTCORE</h2>
  <p><strong>Overview:</strong> A dreamy, soft-aesthetic collection of album decor CDs featuring some of the most loved artists in pop, indie, soft rock, and bedroom-pop. Designed to elevate your wall aesthetic, this set is perfect for Swifties, Lana lovers, indie kids, and anyone who loves a soft, calming vibe in their room. These CDs are <strong>non-playable</strong> and meant solely for decoration.</p>
  <h3>Albums Included</h3>
  <ul>
    <li>1989 (Deluxe) – Taylor Swift</li>
    <li>NFR! – Lana Del Rey</li>
    <li>Ultraviolence – Lana Del Rey</li>
    <li>Folklore – Taylor Swift</li>
    <li>Who Really Cares – TV Girl</li>
    <li>French Exit – TV Girl</li>
    <li>Guts – Olivia Rodrigo</li>
    <li>Immunity – Clairo</li>
    <li>Cry – Cigarettes After Sex</li>
    <li>Lover – Taylor Swift</li>
    <li>Hit Me Hard and Soft – Billie Eilish</li>
    <li>SOS – SZA</li>
  </ul>
  <p><strong>Note:</strong> These CDs are decor-only and cannot be played.</p>
</div>","MUSIC CD DECOR SET - SOFTCORE","Soft pop & indie albums turned into dreamy aesthetic wall decor.","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Reawaken Theory",True,"{""type"":""PERCENT"",""value"":""5"",""symbol"":""%"",""code"":""TOASTD5""}",True,True,"https://assets.toastd.in/reawakentheory/reawakentheory-music-cd-decor-set-softcore/images/1.webp"
"Wall art with a cigarette and a smirk","https://www.reawakentheory.com/products/vintage-advertisements-wall-collage-posters","reawakentheory-vintage-advertisement-wall-posters","<div class=""""product-description"""">
  <h2>Vintage Advertisements - Wall Collage Posters</h2>

  <p><strong>Overview:</strong> Uncover the charm of yesteryears with our <strong>Vintage Advertisements Poster Set</strong>. Featuring snacks, retro automobiles, and rad cigarette commercials, these posters bring a nostalgic vibe to any space.</p>

  <p><strong>Key Features:</strong></p>
  <ul>
    <li>Available in A3, A4, and A5 sizes</li>
    <li>Premium 300GSM matte artcard prints</li>
    <li>Rich texture and unparalleled visual appeal</li>
    <li>Perfect for creating a retro-inspired wall collage</li>
    <li>High-quality prints made in India</li>
  </ul>

  <p><strong>Perfect For:</strong> Decorating homes, offices, cafes, or any space where a vintage, nostalgic aesthetic is desired.</p>
</div>","VINTAGE ADVERTISEMENTS Wall Posters","From snacks to retro automobile adverts to rad cigarette commercials. Available in A3, A4, and A5 sized posters","{""code"":""INR"",""amount"":""599"",""symbol"":""₹""}","Reawaken Theory",True,"{""type"":""PERCENT"",""value"":""5"",""symbol"":""%"",""code"":""TOASTD5""}",True,True,"https://assets.toastd.in/reawakentheory/reawakentheory-vintage-advertisement-wall-posters/images/rn-image_picker_lib_temp_35c16a5d-b289-4fbf-a123-271ae03caf87.webp"
